2260
2249
2177
1694
2289
2304
2472
2076
2201
1932
2290
2201
2271
2243
2209
2243
2270
2167
2273
2172
2044
2285
2114
1999
2224
2208
2260
2544
2482
2487
2255
2505
2278
2014
2223
2028
2480
2354
2359
2179
2504
1887
2123
2162
2638
2333
2348
2229
2052
2159
2323
2209
2052
1732
2284
2350
1908
2144
2225
2259
2182
2341
2107
2423
2475
2180
2337
2332
2441
2242
2318
2239
2391
2198
1814
2278
2430
2439
2412
2519
2166
2141
2115
2048
2006
1979
1984
2501
1995
2233
2384
1933
2142
2138
2040
2280
2093
2213
2342
2235
