2253
2041
2230
2082
1904
2254
2084
1999
2014
2080
2141
2092
2081
1974
1966
2227
2179
2248
2116
2140
2084
2029
2009
2066
1943
2034
2065
2256
2042
2048
2032
2146
2197
2240
2341
2041
2246
2267
1845
2281
2681
2466
2513
2512
2498
2568
2596
2542
2776
2360
2326
2230
2163
2360
2026
2103
2202
1923
1967
2027
2139
2224
2107
2053
1991
1987
2208
2278
2319
2411
2258
2683
3156
2783
2630
2802
2671
2598
2640
2982
2850
2759
2607
2690
2240
2426
2416
2910
2411
2228
2268
2494
2534
2375
2287
2394
2175
2267
2428
2511
