2557
2441
2488
2435
2297
2325
2769
2642
2620
2569
2248
2316
2185
2236
2305
2526
1970
2185
1902
2136
2073
2193
2191
2517
2148
2107
2154
1955
2210
2143
2187
2285
2280
2045
2236
1993
1895
2087
1919
2084
2077
2165
2177
2047
2099
2127
1948
2283
1868
2057
2076
1924
2053
1798
1907
1912
2081
2042
1969
1849
1976
2121
1970
2022
2262
2104
2177
2211
1969
1946
2105
1945
2116
2126
2113
2623
2908
2749
3020
2182
2363
1989
2099
2333
2094
2195
2144
2241
2059
2009
2334
2027
2135
2315
2015
2015
1981
1869
2218
1976
